date,País,Estado,População,Confirmados,Confirmados_1d,Média_Móvel_Confirmados_7d,Taxa_MM_Confirmados_7d_14d,Tendência_Confirmados,Mortes,Mortes_1d,Média_Móvel_Mortes_7d,Taxa_MM_Mortes_7d_14d,Tendência_Mortes,Mês,Ano
2021-07-16,Brazil,Amazonas,4144597,410367,584.0,477.0,1.021413276231263,Estável,13421,8.0,8.0,0.8,Estável,2021-07,2021
2021-07-17,Brazil,Amazonas,4144597,410882,515.0,481.0,1.021231422505308,Estável,13429,8.0,8.0,0.8,Estável,2021-07,2021
2021-07-18,Brazil,Amazonas,4144597,411112,230.0,475.0,1.0171306209850106,Estável,13434,5.0,8.0,0.7272727272727273,Decrescendo,2021-07,2021
2021-07-19,Brazil,Amazonas,4144597,411385,273.0,479.0,1.0620842572062084,Estável,13443,9.0,8.0,0.8,Estável,2021-07,2021
2021-07-20,Brazil,Amazonas,4144597,411894,509.0,469.0,0.9873684210526316,Estável,13449,6.0,8.0,1.0,Estável,2021-07,2021
2021-07-21,Brazil,Amazonas,4144597,412545,651.0,483.0,0.9602385685884692,Estável,13453,4.0,7.0,1.1666666666666667,Crescendo,2021-07,2021
2021-07-22,Brazil,Amazonas,4144597,413146,601.0,481.0,0.9468503937007874,Estável,13462,9.0,7.0,1.1666666666666667,Crescendo,2021-07,2021
2021-07-23,Brazil,Amazonas,4144597,413558,412.0,456.0,0.8620037807183365,Estável,13468,6.0,7.0,1.1666666666666667,Crescendo,2021-07,2021
2021-07-24,Brazil,Amazonas,4144597,413853,295.0,425.0,0.8049242424242424,Estável,13477,9.0,7.0,1.1666666666666667,Crescendo,2021-07,2021
2021-07-25,Brazil,Amazonas,4144597,414113,260.0,429.0,0.8018691588785046,Estável,13482,5.0,7.0,1.1666666666666667,Crescendo,2021-07,2021
2021-07-26,Brazil,Amazonas,4144597,414344,231.0,423.0,0.8011363636363636,Estável,13492,10.0,7.0,1.1666666666666667,Crescendo,2021-07,2021
2021-07-27,Brazil,Amazonas,4144597,414789,445.0,414.0,0.8165680473372781,Estável,13501,9.0,8.0,1.1428571428571428,Estável,2021-07,2021
2021-07-28,Brazil,Amazonas,4144597,415278,489.0,391.0,0.768172888015717,Estável,13508,7.0,8.0,1.0,Estável,2021-07,2021
2021-07-29,Brazil,Amazonas,4144597,415846,568.0,386.0,0.7766599597585513,Estável,13515,7.0,8.0,1.0,Estável,2021-07,2021
2021-07-30,Brazil,Amazonas,4144597,416375,529.0,403.0,0.8448637316561844,Estável,13523,8.0,8.0,1.0,Estável,2021-07,2021
2021-07-31,Brazil,Amazonas,4144597,416712,337.0,409.0,0.8503118503118503,Estável,13527,4.0,8.0,1.0,Estável,2021-07,2021
2021-08-01,Brazil,Amazonas,4144597,416888,176.0,397.0,0.8357894736842105,Estável,13531,4.0,7.0,0.875,Estável,2021-08,2021
2021-08-02,Brazil,Amazonas,4144597,417119,231.0,397.0,0.8288100208768268,Estável,13536,5.0,7.0,0.875,Estável,2021-08,2021
2021-08-03,Brazil,Amazonas,4144597,417509,390.0,389.0,0.8294243070362474,Estável,13545,9.0,7.0,0.875,Estável,2021-08,2021
2021-08-04,Brazil,Amazonas,4144597,418096,587.0,403.0,0.8343685300207039,Estável,13554,9.0,7.0,1.0,Estável,2021-08,2021
2021-08-05,Brazil,Amazonas,4144597,418439,343.0,371.0,0.7713097713097713,Estável,13562,8.0,7.0,1.0,Estável,2021-08,2021
2021-08-06,Brazil,Amazonas,4144597,418894,455.0,360.0,0.7894736842105263,Estável,13570,8.0,7.0,1.0,Estável,2021-08,2021
2021-08-07,Brazil,Amazonas,4144597,419294,400.0,369.0,0.8682352941176471,Estável,13577,7.0,8.0,1.1428571428571428,Estável,2021-08,2021
2021-08-08,Brazil,Amazonas,4144597,419450,156.0,366.0,0.8531468531468531,Estável,13584,7.0,8.0,1.1428571428571428,Estável,2021-08,2021
2021-08-09,Brazil,Amazonas,4144597,419744,294.0,375.0,0.8865248226950354,Estável,13591,7.0,8.0,1.1428571428571428,Estável,2021-08,2021
2021-08-10,Brazil,Amazonas,4144597,420174,430.0,381.0,0.9202898550724636,Estável,13596,5.0,8.0,1.0,Estável,2021-08,2021
2021-08-11,Brazil,Amazonas,4144597,420524,350.0,347.0,0.887468030690537,Estável,13605,9.0,8.0,1.0,Estável,2021-08,2021
2021-08-12,Brazil,Amazonas,4144597,420902,378.0,352.0,0.911917098445596,Estável,13613,8.0,8.0,1.0,Estável,2021-08,2021
2021-08-13,Brazil,Amazonas,4144597,421256,354.0,338.0,0.8387096774193549,Estável,13622,9.0,8.0,1.0,Estável,2021-08,2021
2021-08-14,Brazil,Amazonas,4144597,421434,178.0,306.0,0.7481662591687042,Decrescendo,13625,3.0,7.0,0.875,Estável,2021-08,2021
2021-08-15,Brazil,Amazonas,4144597,421553,119.0,301.0,0.7581863979848866,Estável,13628,3.0,7.0,1.0,Estável,2021-08,2021
2021-08-16,Brazil,Amazonas,4144597,421730,177.0,284.0,0.7153652392947103,Decrescendo,13630,2.0,6.0,0.8571428571428571,Estável,2021-08,2021
2021-08-17,Brazil,Amazonas,4144597,421999,269.0,261.0,0.6709511568123393,Decrescendo,13639,9.0,7.0,1.0,Estável,2021-08,2021
2021-08-18,Brazil,Amazonas,4144597,422272,273.0,250.0,0.6203473945409429,Decrescendo,13643,4.0,6.0,0.8571428571428571,Estável,2021-08,2021
2021-08-19,Brazil,Amazonas,4144597,422517,245.0,231.0,0.6226415094339622,Decrescendo,13645,2.0,5.0,0.7142857142857143,Decrescendo,2021-08,2021
2021-08-20,Brazil,Amazonas,4144597,422695,178.0,206.0,0.5722222222222222,Decrescendo,13649,4.0,4.0,0.5714285714285714,Decrescendo,2021-08,2021
2021-08-21,Brazil,Amazonas,4144597,422868,173.0,205.0,0.5555555555555556,Decrescendo,13651,2.0,4.0,0.5,Decrescendo,2021-08,2021
2021-08-22,Brazil,Amazonas,4144597,423058,190.0,215.0,0.587431693989071,Decrescendo,13652,1.0,4.0,0.5,Decrescendo,2021-08,2021
2021-08-23,Brazil,Amazonas,4144597,423146,88.0,203.0,0.5413333333333333,Decrescendo,13656,4.0,4.0,0.5,Decrescendo,2021-08,2021
2021-08-24,Brazil,Amazonas,4144597,423308,162.0,187.0,0.4908136482939632,Decrescendo,13661,5.0,4.0,0.5,Decrescendo,2021-08,2021
2021-08-25,Brazil,Amazonas,4144597,423524,216.0,179.0,0.515850144092219,Decrescendo,13669,8.0,4.0,0.5,Decrescendo,2021-08,2021
2021-08-26,Brazil,Amazonas,4144597,423701,177.0,170.0,0.4829545454545454,Decrescendo,13672,3.0,4.0,0.5,Decrescendo,2021-08,2021
2021-08-27,Brazil,Amazonas,4144597,423832,131.0,163.0,0.4822485207100592,Decrescendo,13674,2.0,4.0,0.5,Decrescendo,2021-08,2021
2021-08-28,Brazil,Amazonas,4144597,423958,126.0,156.0,0.5098039215686274,Decrescendo,13677,3.0,4.0,0.5714285714285714,Decrescendo,2021-08,2021
2021-08-29,Brazil,Amazonas,4144597,424021,63.0,138.0,0.4584717607973422,Decrescendo,13679,2.0,4.0,0.5714285714285714,Decrescendo,2021-08,2021
2021-08-30,Brazil,Amazonas,4144597,424130,109.0,141.0,0.4964788732394366,Decrescendo,13682,3.0,4.0,0.6666666666666666,Decrescendo,2021-08,2021
2021-08-31,Brazil,Amazonas,4144597,424281,151.0,139.0,0.5325670498084292,Decrescendo,13687,5.0,4.0,0.5714285714285714,Decrescendo,2021-08,2021
2021-09-01,Brazil,Amazonas,4144597,424428,147.0,130.0,0.52,Decrescendo,13687,0.0,3.0,0.5,Decrescendo,2021-09,2021
2021-09-02,Brazil,Amazonas,4144597,424562,134.0,123.0,0.5324675324675324,Decrescendo,13689,2.0,3.0,0.6,Decrescendo,2021-09,2021
2021-09-03,Brazil,Amazonas,4144597,424737,175.0,130.0,0.6310679611650486,Decrescendo,13690,1.0,3.0,0.75,Estável,2021-09,2021
2021-09-04,Brazil,Amazonas,4144597,424833,96.0,125.0,0.6097560975609756,Decrescendo,13693,3.0,3.0,0.75,Estável,2021-09,2021
2021-09-05,Brazil,Amazonas,4144597,424917,84.0,128.0,0.5953488372093023,Decrescendo,13694,1.0,3.0,0.75,Estável,2021-09,2021
2021-09-06,Brazil,Amazonas,4144597,424996,79.0,124.0,0.6108374384236454,Decrescendo,13696,2.0,2.0,0.5,Decrescendo,2021-09,2021
2021-09-07,Brazil,Amazonas,4144597,425063,67.0,112.0,0.5989304812834224,Decrescendo,13697,1.0,2.0,0.5,Decrescendo,2021-09,2021
2021-09-08,Brazil,Amazonas,4144597,425125,62.0,100.0,0.5586592178770949,Decrescendo,13698,1.0,2.0,0.5,Decrescendo,2021-09,2021
2021-09-09,Brazil,Amazonas,4144597,425339,214.0,111.0,0.6529411764705882,Decrescendo,13701,3.0,2.0,0.5,Decrescendo,2021-09,2021
2021-09-10,Brazil,Amazonas,4144597,425427,88.0,99.0,0.6073619631901841,Decrescendo,13701,0.0,2.0,0.5,Decrescendo,2021-09,2021
2021-09-11,Brazil,Amazonas,4144597,425506,79.0,97.0,0.6217948717948718,Decrescendo,13704,3.0,2.0,0.5,Decrescendo,2021-09,2021
2021-09-12,Brazil,Amazonas,4144597,425566,60.0,93.0,0.6739130434782609,Decrescendo,13705,1.0,2.0,0.5,Decrescendo,2021-09,2021
2021-09-13,Brazil,Amazonas,4144597,425625,59.0,90.0,0.6382978723404256,Decrescendo,13705,0.0,2.0,0.5,Decrescendo,2021-09,2021
2021-09-14,Brazil,Amazonas,4144597,425701,76.0,92.0,0.6618705035971223,Decrescendo,13707,2.0,2.0,0.5,Decrescendo,2021-09,2021
2021-09-15,Brazil,Amazonas,4144597,425781,80.0,94.0,0.7230769230769231,Decrescendo,13709,2.0,2.0,0.6666666666666666,Decrescendo,2021-09,2021
2021-09-16,Brazil,Amazonas,4144597,425844,63.0,73.0,0.5934959349593496,Decrescendo,13709,0.0,2.0,0.6666666666666666,Decrescendo,2021-09,2021
2021-09-17,Brazil,Amazonas,4144597,425907,63.0,69.0,0.5307692307692308,Decrescendo,13710,1.0,2.0,0.6666666666666666,Decrescendo,2021-09,2021
2021-09-18,Brazil,Amazonas,4144597,425960,53.0,65.0,0.52,Decrescendo,13712,2.0,2.0,0.6666666666666666,Decrescendo,2021-09,2021
2021-09-19,Brazil,Amazonas,4144597,425994,34.0,62.0,0.484375,Decrescendo,13713,1.0,2.0,0.6666666666666666,Decrescendo,2021-09,2021
2021-09-20,Brazil,Amazonas,4144597,426024,30.0,57.0,0.4596774193548387,Decrescendo,13714,1.0,2.0,1.0,Estável,2021-09,2021
2021-09-21,Brazil,Amazonas,4144597,426072,48.0,53.0,0.4732142857142857,Decrescendo,13716,2.0,2.0,1.0,Estável,2021-09,2021
2021-09-22,Brazil,Amazonas,4144597,426125,53.0,50.0,0.5,Decrescendo,13717,1.0,2.0,1.0,Estável,2021-09,2021
2021-09-23,Brazil,Amazonas,4144597,426175,50.0,48.0,0.4324324324324324,Decrescendo,13718,1.0,2.0,1.0,Estável,2021-09,2021
2021-09-24,Brazil,Amazonas,4144597,426230,55.0,47.0,0.4747474747474747,Decrescendo,13719,1.0,2.0,1.0,Estável,2021-09,2021
2021-09-25,Brazil,Amazonas,4144597,426286,56.0,47.0,0.4845360824742268,Decrescendo,13719,0.0,1.0,0.5,Decrescendo,2021-09,2021
2021-09-26,Brazil,Amazonas,4144597,426318,32.0,47.0,0.5053763440860215,Decrescendo,13719,0.0,1.0,0.5,Decrescendo,2021-09,2021
2021-09-27,Brazil,Amazonas,4144597,426339,21.0,45.0,0.5,Decrescendo,13720,1.0,1.0,0.5,Decrescendo,2021-09,2021
2021-09-28,Brazil,Amazonas,4144597,426388,49.0,46.0,0.5,Decrescendo,13722,2.0,1.0,0.5,Decrescendo,2021-09,2021
2021-09-29,Brazil,Amazonas,4144597,426435,47.0,45.0,0.4787234042553192,Decrescendo,13723,1.0,1.0,0.5,Decrescendo,2021-09,2021
2021-09-30,Brazil,Amazonas,4144597,426476,41.0,43.0,0.589041095890411,Decrescendo,13723,0.0,1.0,0.5,Decrescendo,2021-09,2021
2021-10-01,Brazil,Amazonas,4144597,426527,51.0,43.0,0.6231884057971014,Decrescendo,13724,1.0,1.0,0.5,Decrescendo,2021-10,2021
2021-10-02,Brazil,Amazonas,4144597,426554,27.0,39.0,0.6,Decrescendo,13725,1.0,1.0,0.5,Decrescendo,2021-10,2021
2021-10-03,Brazil,Amazonas,4144597,426578,24.0,38.0,0.6129032258064516,Decrescendo,13727,2.0,2.0,1.0,Estável,2021-10,2021
2021-10-04,Brazil,Amazonas,4144597,426603,25.0,38.0,0.6666666666666666,Decrescendo,13728,1.0,2.0,1.0,Estável,2021-10,2021
2021-10-05,Brazil,Amazonas,4144597,426658,55.0,39.0,0.7358490566037735,Decrescendo,13729,1.0,1.0,0.5,Decrescendo,2021-10,2021
2021-10-06,Brazil,Amazonas,4144597,426717,59.0,41.0,0.82,Estável,13735,6.0,2.0,1.0,Estável,2021-10,2021
2021-10-07,Brazil,Amazonas,4144597,426772,55.0,43.0,0.8958333333333334,Estável,13740,5.0,3.0,1.5,Crescendo,2021-10,2021
2021-10-08,Brazil,Amazonas,4144597,426817,45.0,42.0,0.8936170212765957,Estável,13744,4.0,3.0,1.5,Crescendo,2021-10,2021
2021-10-09,Brazil,Amazonas,4144597,426882,65.0,47.0,1.0,Estável,13745,1.0,3.0,3.0,Crescendo,2021-10,2021
2021-10-10,Brazil,Amazonas,4144597,426919,37.0,49.0,1.0425531914893618,Estável,13746,1.0,3.0,3.0,Crescendo,2021-10,2021
2021-10-11,Brazil,Amazonas,4144597,426946,27.0,49.0,1.0888888888888888,Estável,13747,1.0,3.0,3.0,Crescendo,2021-10,2021
2021-10-12,Brazil,Amazonas,4144597,426974,28.0,46.0,1.0,Estável,13749,2.0,3.0,3.0,Crescendo,2021-10,2021
2021-10-13,Brazil,Amazonas,4144597,427008,34.0,42.0,0.9333333333333332,Estável,13750,1.0,3.0,3.0,Crescendo,2021-10,2021
2021-10-14,Brazil,Amazonas,4144597,427058,50.0,41.0,0.9534883720930232,Estável,13750,0.0,2.0,2.0,Crescendo,2021-10,2021
2021-10-15,Brazil,Amazonas,4144597,427103,45.0,41.0,0.9534883720930232,Estável,13754,4.0,2.0,2.0,Crescendo,2021-10,2021
2021-10-16,Brazil,Amazonas,4144597,427147,44.0,38.0,0.9743589743589745,Estável,13756,2.0,2.0,2.0,Crescendo,2021-10,2021
2021-10-17,Brazil,Amazonas,4144597,427164,17.0,35.0,0.9210526315789472,Estável,13756,0.0,2.0,1.0,Estável,2021-10,2021
2021-10-18,Brazil,Amazonas,4144597,427188,24.0,35.0,0.9210526315789472,Estável,13756,0.0,2.0,1.0,Estável,2021-10,2021
2021-10-19,Brazil,Amazonas,4144597,427237,49.0,38.0,0.9743589743589745,Estável,13757,1.0,2.0,2.0,Crescendo,2021-10,2021
2021-10-20,Brazil,Amazonas,4144597,427304,67.0,43.0,1.048780487804878,Estável,13761,4.0,2.0,1.0,Estável,2021-10,2021
2021-10-21,Brazil,Amazonas,4144597,427368,64.0,45.0,1.0465116279069768,Estável,13762,1.0,2.0,0.6666666666666666,Decrescendo,2021-10,2021
2021-10-22,Brazil,Amazonas,4144597,427413,45.0,45.0,1.0714285714285714,Estável,13762,0.0,2.0,0.6666666666666666,Decrescendo,2021-10,2021
2021-10-23,Brazil,Amazonas,4144597,427463,50.0,46.0,0.9787234042553192,Estável,13763,1.0,1.0,0.3333333333333333,Decrescendo,2021-10,2021
2021-10-24,Brazil,Amazonas,4144597,427491,28.0,47.0,0.9591836734693876,Estável,13763,0.0,1.0,0.3333333333333333,Decrescendo,2021-10,2021
2021-10-25,Brazil,Amazonas,4144597,427523,32.0,48.0,0.979591836734694,Estável,13764,1.0,2.0,0.6666666666666666,Decrescendo,2021-10,2021
2021-10-26,Brazil,Amazonas,4144597,427577,54.0,49.0,1.065217391304348,Estável,13765,1.0,2.0,0.6666666666666666,Decrescendo,2021-10,2021
2021-10-27,Brazil,Amazonas,4144597,427613,36.0,45.0,1.0714285714285714,Estável,13767,2.0,1.0,0.3333333333333333,Decrescendo,2021-10,2021
2021-10-28,Brazil,Amazonas,4144597,427672,59.0,44.0,1.0731707317073171,Estável,13769,2.0,1.0,0.5,Decrescendo,2021-10,2021
2021-10-29,Brazil,Amazonas,4144597,427717,45.0,44.0,1.0731707317073171,Estável,13769,0.0,1.0,0.5,Decrescendo,2021-10,2021
2021-10-30,Brazil,Amazonas,4144597,427768,51.0,44.0,1.1578947368421053,Crescendo,13770,1.0,1.0,0.5,Decrescendo,2021-10,2021
2021-10-31,Brazil,Amazonas,4144597,427788,20.0,43.0,1.2285714285714286,Crescendo,13770,0.0,1.0,0.5,Decrescendo,2021-10,2021
2021-11-01,Brazil,Amazonas,4144597,427806,18.0,41.0,1.1714285714285717,Crescendo,13771,1.0,1.0,0.5,Decrescendo,2021-11,2021
2021-11-02,Brazil,Amazonas,4144597,427845,39.0,39.0,1.0263157894736843,Estável,13772,1.0,1.0,0.5,Decrescendo,2021-11,2021
2021-11-03,Brazil,Amazonas,4144597,427867,22.0,37.0,0.8604651162790697,Estável,13772,0.0,1.0,0.5,Decrescendo,2021-11,2021
2021-11-04,Brazil,Amazonas,4144597,427940,73.0,39.0,0.8666666666666667,Estável,13774,2.0,1.0,0.5,Decrescendo,2021-11,2021
2021-11-05,Brazil,Amazonas,4144597,428039,99.0,46.0,1.022222222222222,Estável,13775,1.0,1.0,0.5,Decrescendo,2021-11,2021
2021-11-06,Brazil,Amazonas,4144597,428109,70.0,49.0,1.065217391304348,Estável,13776,1.0,1.0,1.0,Estável,2021-11,2021
2021-11-07,Brazil,Amazonas,4144597,428155,46.0,53.0,1.127659574468085,Estável,13776,0.0,1.0,1.0,Estável,2021-11,2021
2021-11-08,Brazil,Amazonas,4144597,428268,113.0,66.0,1.375,Crescendo,13778,2.0,1.0,0.5,Decrescendo,2021-11,2021
2021-11-09,Brazil,Amazonas,4144597,428345,77.0,72.0,1.469387755102041,Crescendo,13780,2.0,2.0,1.0,Estável,2021-11,2021
2021-11-10,Brazil,Amazonas,4144597,428426,81.0,80.0,1.7777777777777777,Crescendo,13781,1.0,2.0,2.0,Crescendo,2021-11,2021
2021-11-11,Brazil,Amazonas,4144597,428486,60.0,78.0,1.7727272727272727,Crescendo,13781,0.0,1.0,1.0,Estável,2021-11,2021
2021-11-12,Brazil,Amazonas,4144597,428538,52.0,72.0,1.6363636363636365,Crescendo,13781,0.0,1.0,1.0,Estável,2021-11,2021
2021-11-13,Brazil,Amazonas,4144597,428615,77.0,73.0,1.6590909090909092,Crescendo,13782,1.0,1.0,1.0,Estável,2021-11,2021
2021-11-14,Brazil,Amazonas,4144597,428672,57.0,74.0,1.7209302325581397,Crescendo,13782,0.0,1.0,1.0,Estável,2021-11,2021
2021-11-15,Brazil,Amazonas,4144597,428685,13.0,60.0,1.4634146341463414,Crescendo,13784,2.0,1.0,1.0,Estável,2021-11,2021
2021-11-16,Brazil,Amazonas,4144597,428711,26.0,53.0,1.358974358974359,Crescendo,13784,0.0,1.0,1.0,Estável,2021-11,2021
2021-11-17,Brazil,Amazonas,4144597,428815,104.0,56.0,1.5135135135135136,Crescendo,13787,3.0,1.0,1.0,Estável,2021-11,2021
2021-11-18,Brazil,Amazonas,4144597,428912,97.0,61.0,1.564102564102564,Crescendo,13789,2.0,2.0,2.0,Crescendo,2021-11,2021
2021-11-19,Brazil,Amazonas,4144597,428981,69.0,64.0,1.391304347826087,Crescendo,13791,2.0,2.0,2.0,Crescendo,2021-11,2021
2021-11-20,Brazil,Amazonas,4144597,429084,103.0,67.0,1.3673469387755102,Crescendo,13791,0.0,2.0,2.0,Crescendo,2021-11,2021
2021-11-21,Brazil,Amazonas,4144597,429121,37.0,65.0,1.2264150943396226,Crescendo,13791,0.0,2.0,2.0,Crescendo,2021-11,2021
2021-11-22,Brazil,Amazonas,4144597,429163,42.0,69.0,1.0454545454545454,Estável,13794,3.0,2.0,2.0,Crescendo,2021-11,2021
2021-11-23,Brazil,Amazonas,4144597,429244,81.0,77.0,1.0694444444444444,Estável,13796,2.0,2.0,1.0,Estável,2021-11,2021
2021-11-24,Brazil,Amazonas,4144597,429335,91.0,75.0,0.9375,Estável,13798,2.0,2.0,1.0,Estável,2021-11,2021
2021-11-25,Brazil,Amazonas,4144597,429471,136.0,80.0,1.0256410256410255,Estável,13798,0.0,2.0,2.0,Crescendo,2021-11,2021
2021-11-26,Brazil,Amazonas,4144597,429611,140.0,90.0,1.25,Crescendo,13800,2.0,2.0,2.0,Crescendo,2021-11,2021
2021-11-27,Brazil,Amazonas,4144597,429743,132.0,95.0,1.3013698630136987,Crescendo,13801,1.0,2.0,2.0,Crescendo,2021-11,2021
2021-11-28,Brazil,Amazonas,4144597,429778,35.0,94.0,1.2702702702702702,Crescendo,13801,0.0,2.0,2.0,Crescendo,2021-11,2021
2021-11-29,Brazil,Amazonas,4144597,429821,43.0,94.0,1.5666666666666669,Crescendo,13801,0.0,1.0,1.0,Estável,2021-11,2021
2021-11-30,Brazil,Amazonas,4144597,429944,123.0,100.0,1.8867924528301887,Crescendo,13803,2.0,1.0,1.0,Estável,2021-11,2021
2021-12-01,Brazil,Amazonas,4144597,430073,129.0,106.0,1.8928571428571428,Crescendo,13805,2.0,1.0,1.0,Estável,2021-12,2021
2021-12-02,Brazil,Amazonas,4144597,430192,119.0,103.0,1.6885245901639343,Crescendo,13806,1.0,2.0,1.0,Estável,2021-12,2021
2021-12-03,Brazil,Amazonas,4144597,430350,158.0,106.0,1.65625,Crescendo,13808,2.0,2.0,1.0,Estável,2021-12,2021
2021-12-04,Brazil,Amazonas,4144597,430484,134.0,106.0,1.582089552238806,Crescendo,13809,1.0,2.0,1.0,Estável,2021-12,2021
2021-12-05,Brazil,Amazonas,4144597,430519,35.0,106.0,1.6307692307692307,Crescendo,13810,1.0,2.0,1.0,Estável,2021-12,2021
2021-12-06,Brazil,Amazonas,4144597,430602,83.0,112.0,1.6231884057971016,Crescendo,13811,1.0,2.0,1.0,Estável,2021-12,2021
2021-12-07,Brazil,Amazonas,4144597,430790,188.0,121.0,1.5714285714285714,Crescendo,13811,0.0,2.0,1.0,Estável,2021-12,2021
2021-12-08,Brazil,Amazonas,4144597,430992,202.0,132.0,1.76,Crescendo,13812,1.0,1.0,0.5,Decrescendo,2021-12,2021
2021-12-09,Brazil,Amazonas,4144597,431086,94.0,128.0,1.6,Crescendo,13812,0.0,1.0,0.5,Decrescendo,2021-12,2021
2021-12-10,Brazil,Amazonas,4146299,431263,177.0,131.0,1.4555555555555555,Crescendo,13812,0.0,1.0,0.5,Decrescendo,2021-12,2021
2021-12-11,Brazil,Amazonas,4147645,431403,140.0,132.0,1.3894736842105264,Crescendo,13812,0.0,1.0,0.5,Decrescendo,2021-12,2021
2021-12-12,Brazil,Amazonas,4148847,431528,125.0,145.0,1.5425531914893618,Crescendo,13812,0.0,1.0,0.5,Decrescendo,2021-12,2021
2021-12-13,Brazil,Amazonas,4149462,431592,64.0,142.0,1.5106382978723405,Crescendo,13812,0.0,1.0,1.0,Estável,2021-12,2021
2021-12-14,Brazil,Amazonas,4144597,431820,228.0,148.0,1.48,Crescendo,13816,4.0,1.0,1.0,Estável,2021-12,2021
2021-12-15,Brazil,Amazonas,4144597,432003,183.0,145.0,1.3679245283018868,Crescendo,13817,1.0,1.0,1.0,Estável,2021-12,2021
2021-12-16,Brazil,Amazonas,4146314,432182,179.0,157.0,1.5242718446601942,Crescendo,13820,3.0,2.0,1.0,Estável,2021-12,2021
2021-12-17,Brazil,Amazonas,4147675,432501,319.0,177.0,1.669811320754717,Crescendo,13820,0.0,2.0,1.0,Estável,2021-12,2021
2021-12-18,Brazil,Amazonas,4148510,432588,87.0,170.0,1.6037735849056605,Crescendo,13820,0.0,2.0,1.0,Estável,2021-12,2021
2021-12-19,Brazil,Amazonas,4144693,432665,77.0,163.0,1.5377358490566038,Crescendo,13820,0.0,2.0,1.0,Estável,2021-12,2021
2021-12-20,Brazil,Amazonas,4144597,432712,47.0,160.0,1.4285714285714286,Crescendo,13820,0.0,2.0,1.0,Estável,2021-12,2021
2021-12-21,Brazil,Amazonas,4144597,432835,123.0,145.0,1.1983471074380163,Crescendo,13822,2.0,1.0,0.5,Decrescendo,2021-12,2021
2021-12-22,Brazil,Amazonas,4144597,432995,160.0,142.0,1.0757575757575757,Estável,13822,0.0,1.0,1.0,Estável,2021-12,2021
2021-12-23,Brazil,Amazonas,4144597,433141,146.0,137.0,1.0703125,Estável,13824,2.0,1.0,1.0,Estável,2021-12,2021
2021-12-24,Brazil,Amazonas,4144597,433208,67.0,101.0,0.7709923664122137,Estável,13826,2.0,1.0,1.0,Estável,2021-12,2021
2021-12-25,Brazil,Amazonas,4144597,433236,28.0,93.0,0.7045454545454546,Decrescendo,13828,2.0,2.0,2.0,Crescendo,2021-12,2021
2021-12-26,Brazil,Amazonas,4144597,433268,32.0,87.0,0.6,Decrescendo,13830,2.0,2.0,2.0,Crescendo,2021-12,2021
2021-12-27,Brazil,Amazonas,4144597,433335,67.0,89.0,0.6267605633802817,Decrescendo,13831,1.0,2.0,2.0,Crescendo,2021-12,2021
2021-12-28,Brazil,Amazonas,4144597,433454,119.0,89.0,0.6013513513513513,Decrescendo,13832,1.0,2.0,2.0,Crescendo,2021-12,2021
2021-12-29,Brazil,Amazonas,4144597,433588,134.0,85.0,0.5862068965517241,Decrescendo,13834,2.0,2.0,2.0,Crescendo,2021-12,2021
2021-12-30,Brazil,Amazonas,4144597,433709,121.0,82.0,0.5222929936305732,Decrescendo,13834,0.0,2.0,1.0,Estável,2021-12,2021
2021-01-01,Brazil,Bahia,14873064,494684,,,,,9159,,,,,2021-01,2021
2021-01-02,Brazil,Bahia,14873064,495286,602.0,,,,9187,28.0,,,,2021-01,2021
2021-01-03,Brazil,Bahia,14873064,496008,722.0,,,,9218,31.0,,,,2021-01,2021
2021-01-04,Brazil,Bahia,14873064,496823,815.0,,,,9246,28.0,,,,2021-01,2021
2021-01-05,Brazil,Bahia,14873064,499900,3077.0,,,,9276,30.0,,,,2021-01,2021
2021-01-06,Brazil,Bahia,14873064,502938,3038.0,,,,9304,28.0,,,,2021-01,2021
2021-01-07,Brazil,Bahia,14873064,505918,2980.0,,,,9333,29.0,,,,2021-01,2021
2021-01-08,Brazil,Bahia,14873064,508695,2777.0,2002.0,,,9364,31.0,30.0,,,2021-01,2021
2021-01-09,Brazil,Bahia,14873064,511192,2497.0,2273.0,,,9392,28.0,30.0,,,2021-01,2021
2021-01-10,Brazil,Bahia,14873064,512841,1649.0,2405.0,,,9424,32.0,30.0,,,2021-01,2021
2021-01-11,Brazil,Bahia,14873064,513756,915.0,2419.0,,,9453,29.0,30.0,,,2021-01,2021
2021-01-12,Brazil,Bahia,14873064,515861,2105.0,2281.0,,,9480,27.0,30.0,,,2021-01,2021
2021-01-13,Brazil,Bahia,14873064,518955,3094.0,2289.0,,,9512,32.0,30.0,,,2021-01,2021
2021-01-14,Brazil,Bahia,14873064,523068,4113.0,2450.0,,,9543,31.0,30.0,,,2021-01,2021
2021-01-15,Brazil,Bahia,14873064,528539,5471.0,2835.0,,,9575,32.0,31.0,,,2021-01,2021
2021-01-16,Brazil,Bahia,14873064,534371,5832.0,3312.0,,,9606,31.0,31.0,,,2021-01,2021
2021-01-17,Brazil,Bahia,14873064,537772,3401.0,3562.0,,,9638,32.0,31.0,,,2021-01,2021
2021-01-18,Brazil,Bahia,14873064,540320,2548.0,3795.0,,,9667,29.0,31.0,,,2021-01,2021
2021-01-19,Brazil,Bahia,14873064,544324,4004.0,4067.0,,,9697,30.0,31.0,,,2021-01,2021
